English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Premiered Season,Premiered Year
Ride Back,7.27,"Action, Drama, Sci-Fi",TV,Geneon Universal Entertainment,Madhouse,2670.0,3002,130,20747.0,46988,51.70472258156477,winter,2009
A Certain Magical Index,7.36,"Action, Fantasy, Sci-Fi",TV,"Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Kadokawa Contents Gate",J.C.Staff,2239.0,215,5455,377460.0,789163,79.76076636827787,fall,2008
Iron Fist Chinmi,7.21,"Action, Adventure",TV,"TV Asahi, Toho","Production Reed, Ashi Productions",2972.0,8345,11,1906.0,4492,28.634624239481354,summer,1988
Queen's Blade: The Exiled Virgin,6.13,"Action, Adventure, Fantasy, Ecchi",TV,"Genco, Media Factory, AT-X, Magic Capsule, Hobby Japan, Toranoana",Arms,8208.0,1979,196,35851.0,96669,55.329563714716066,spring,2009
Skip Beat!,8.08,"Comedy, Drama, Romance",TV,"Sotsu, Pony Canyon, Hakusensha, TV Tokyo Music",Hal Film Maker,485.0,855,5118,137088.0,261344,70.90577289513816,fall,2008
Ga-Rei-Zero,7.58,"Action, Supernatural, Suspense",TV,"Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx","AIC Spirits, asread.",1438.0,961,2837,94280.0,233605,66.68553950188402,fall,2008
Tower of Druaga: The Sword of Uruk,7.19,"Adventure, Fantasy",TV,Sotsu Music Publishing,Gonzo,3086.0,2339,85,38013.0,73754,57.429435870309675,winter,2009
Eagle Talon,6.06,Comedy,TV,Kaeruotoko Shokai,DLE,8555.0,12074,1,343.0,1202,10.449251208479492,spring,2006
Akane Iro ni Somaru Saka,6.39,"Comedy, Romance, Ecchi",TV,"Marvelous, feng, Delfi Sound, Pony Canyon Enterprise",TNK,6906.0,1436,245,80352.0,149334,63.50152442555048,fall,2008
Vampire Knight Guilty,7.1,"Drama, Mystery, Romance, Supernatural",TV,"TV Tokyo, Aniplex",Studio Deen,3518.0,606,2550,219677.0,358820,74.2015687837031,fall,2008
Junjo Romantica 2,7.71,"Boys Love, Comedy, Drama, Romance",TV,"Frontier Works, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, Memory-Tech, Romantica club !!",Studio Deen,1117.0,1260,962,105005.0,176245,67.88683790553372,fall,2008
Humanoid Monster Bem,5.83,"Horror, Supernatural",TV,"Sony Pictures Entertainment, Avex Entertainment, Nihon Ad Systems",Studio Comet,9582.0,9129,6,1056.0,3364,20.90277517866565,winter,2006
Tales of the Abyss,7.28,"Adventure, Drama, Fantasy",TV,"Bandai Visual, Animax, Bandai Namco Games, Atelier Musa",Sunrise,2598.0,1690,542,49466.0,121044,60.085389304686814,fall,2008
Umineko: When They Cry,7.05,"Horror, Mystery, Supernatural",TV,"Geneon Universal Entertainment, Frontier Works, Sotsu, Movic",Studio Deen,3784.0,1048,1920,90301.0,214620,65.57223892133838,summer,2009
Black Butler,7.66,"Action, Comedy, Mystery, Supernatural",TV,"Aniplex, Square Enix, Yomiko Advertising, Mainichi Broadcasting System, Movic, Trinity Sound",A-1 Pictures,1228.0,118,22093,589955.0,1136613,84.44614878855852,fall,2008
Next War Chronicle Ehrgeiz,5.34,"Action, Sci-Fi",TV,"Bandai Visual, BeSTACK, d-rights",Studio Deen,11264.0,11100,1,339.0,1712,9.118913846808335,fall,1997
Ikkyu the Little Monk,6.78,Comedy,TV,TV Asahi,Toei Animation,4929.0,10282,3,898.0,2265,20.795770167070984,fall,1975
ChäoS;HEAd,6.31,"Mystery, Sci-Fi, Supernatural",TV,"VAP, Yomiuri Telecasting, Kids Station",Madhouse,7354.0,798,734,151351.0,282487,69.4778413717662,fall,2008
Casshern Sins,7.51,"Action, Adventure, Drama, Sci-Fi",TV,"Showgate, USEN","Madhouse, Tatsunoko Production",1689.0,1363,1723,55039.0,159444,61.413006070986754,fall,2008
Samurai Harem,6.7,"Comedy, Romance, Ecchi",TV,"Lantis, TBS, Movic",AIC,5342.0,1105,367,108802.0,202947,66.87674516924235,winter,2009
Gordian Warrior,6.43,"Action, Sci-Fi",TV,Yomiko Advertising,Tatsunoko Production,6720.0,12317,2,308.0,1105,9.98371044209344,fall,1979
Stitch!,6.04,"Adventure, Comedy",TV,"TV Asahi, Disney Platform Distribution",Madhouse,8651.0,7361,13,2364.0,6142,29.003271674181562,fall,2008
Maria†Holic,7.01,"Comedy, Girls Love",TV,"Frontier Works, Genco, Media Factory, AT-X, Omnibus Japan",Shaft,3952.0,1278,520,76228.0,173112,63.88591328083341,winter,2009
Corpse Princess: Kuro,7.27,"Action, Horror, Supernatural",TV,"Square Enix, Starchild Records","Gainax, feel.",2671.0,2312,121,32039.0,75324,55.889495541867014,winter,2009
Kurozuka,6.87,"Action, Drama, Horror, Romance, Sci-Fi",TV,Sony Pictures Entertainment,Madhouse,4528.0,1995,311,31818.0,94926,55.27785074975504,fall,2008
One Outs,8.33,Sports,TV,"VAP, Nippon Television Network, D.N. Dream Partners",Madhouse,217.0,979,3937,111706.0,229196,69.22742505363637,fall,2008
8 Man,5.98,"Action, Drama, Sci-Fi",TV,Nippon Animation,TCJ,8946.0,10884,3,489.0,1868,13.735088203190532,fall,1963
Croket!,6.89,"Action, Adventure, Comedy, Fantasy",TV,"TV Tokyo, Shogakukan-Shueisha Productions",OLM,4422.0,12019,4,383.0,1223,12.746651303163025,spring,2003
Birdy the Mighty: Decode 02,7.71,"Action, Comedy, Sci-Fi",TV,"Aniplex, Shogakukan",A-1 Pictures,1130.0,2884,249,23471.0,50846,53.4586079329698,winter,2009
Brave Police J-Decker,7.39,"Action, Adventure, Sci-Fi",TV,Nagoya Broadcasting Network,Sunrise,2117.0,8871,56,1042.0,3674,23.05734315569225,winter,1994
Kurokami The Animation,7.13,Action,TV,"Bandai Visual, TV Asahi, Square Enix",Sunrise,3406.0,1713,331,44218.0,118946,58.80484321840835,winter,2009
Bakemonogatari,8.33,"Mystery, Romance, Supernatural",TV,"Aniplex, Kodansha",Shaft,222.0,87,48111,710022.0,1355489,87.03762796960537,summer,2009
Dr. Fabre is a Detective,6.53,Mystery,TV,Enoki Films,E&G Films,6192.0,13002,2,219.0,893,6.850051721325862,spring,2000
Akikan!,6.12,"Comedy, Fantasy, Romance, Ecchi",TV,Half H.P Studio,Brain's Base,8248.0,1682,136,61740.0,121846,60.54838252571417,winter,2009
Fullmetal Alchemist: Brotherhood,9.1,"Action, Adventure, Drama, Fantasy",TV,"Aniplex, Square Enix, Mainichi Broadcasting System, Studio Moriken",Bones,1.0,3,217606,2020030.0,3176556,97.95802916749238,spring,2009
Gloizer X,6.14,Sci-Fi,TV,"TV Tokyo, Dynamic Planning",Knack Productions,8164.0,12457,6,288.0,1053,8.893304476471563,summer,1976
Let's Nupu Nupu,6.17,"Comedy, Ecchi",TV,"TBS, Kodansha","Ajia-do, Group TAC",8036.0,6954,18,2053.0,7092,27.8500708459992,fall,1998
Taisho Baseball Girls,7.38,"Comedy, Sports",TV,"Lantis, TBS, Movic",J.C.Staff,2167.0,4524,51,7028.0,20476,41.4248507104472,summer,2009
Special Powered Armor Troop Dorvack,6.33,"Action, Sci-Fi",TV,Fuji TV,Ashi Productions,7241.0,11476,3,296.0,1488,9.450337167596498,fall,1983
Hatsukoi Limited,7.27,"Comedy, Romance",TV,Shueisha,J.C.Staff,2700.0,1946,216,39966.0,99105,58.01847047826043,spring,2009
Millennium Old Journal: Tale of Genji,6.86,"Drama, Romance",TV,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment","TMS Entertainment, Tezuka Productions",4572.0,5231,18,3520.0,14200,34.06275704425211,winter,2009
Dragon League,7.29,"Adventure, Comedy, Fantasy, Sports",TV,Nihon Ad Systems,Gallop,2555.0,10822,12,660.0,1910,18.529220391985042,spring,1993
Tomatoman,6.4,"Adventure, Comedy",TV,"TV Tokyo, Yomiko Advertising, Gakken",Animation 21,6865.0,12372,3,416.0,1084,12.832107441691445,spring,1992
Goal Field Hunter,6.74,"Action, Sports",TV,NHK,Image Kei,5126.0,10735,10,745.0,1959,18.9403507094478,spring,1994
Shangri-La,7.05,"Action, Drama, Sci-Fi",TV,"NTT Docomo, Atelier Musa",Gonzo,3774.0,2671,128,19463.0,58566,50.79357298369788,spring,2009
Beyond the Heavens,7.23,"Action, Adventure",TV,VAP,Madhouse,2904.0,4738,47,4339.0,18529,36.58301045166211,spring,2009
Fighting Spirit: New Challenger,8.66,Sports,TV,"VAP, Kodansha, Nippon Television Network",Madhouse,60.0,835,1702,156496.0,267764,72.84846015357397,winter,2009
Shugo Chara!! Doki,7.41,"Comedy, Fantasy",TV,"TV Tokyo, Sotsu",Satelight,2059.0,1920,580,54108.0,101058,61.119624806611625,fall,2008
Adventure of Gamba,7.33,"Adventure, Suspense",TV,Nippon Television Network,Tokyo Movie Shinsha,2401.0,8607,34,1272.0,4082,24.899334039655923,spring,1975
Sekirei: Pure Engagement,7.28,"Action, Comedy, Ecchi",TV,Aniplex,Seven Arcs,2650.0,950,530,130007.0,235683,69.39099537619161,summer,2010
Charge! Pappara Team,6.19,"Action, Adventure, Comedy, Romance, Sci-Fi",TV,"MediaNet, TV Aichi",Magic Bus,7937.0,12732,1,130.0,970,1.3178662153292238,fall,1998
Getter Robo Go,6.26,"Action, Adventure",TV,Dynamic Planning,Toei Animation,7582.0,10045,3,558.0,2446,15.446366630854072,winter,1991
Natsume's Book of Friends Season 2,8.55,"Drama, Slice of Life, Supernatural",TV,"Aniplex, Nihon Ad Systems",Brain's Base,103.0,932,1413,121052.0,239787,70.25223963854354,winter,2009
Bakugan: New Vestroia,6.53,"Adventure, Fantasy",TV,Nelvana,TMS Entertainment,6180.0,2541,194,40370.0,64346,57.08154383996202,spring,2010
Spice and Wolf II,8.32,"Adventure, Fantasy, Romance",TV,"Imagin, Pony Canyon, Movic, Kadokawa Pictures Japan, flying DOG, ASCII Media Works","Brain's Base, Marvy Jack",228.0,436,4208,266358.0,474861,77.58415511389397,summer,2009
Sengoku Basara: Samurai Kings,7.33,Action,TV,"Dentsu, Shochiku, Mainichi Broadcasting System, Movic, flying DOG",Production I.G,2372.0,1374,973,64139.0,158011,62.652888776655644,spring,2009
Canaan,7.22,"Action, Sci-Fi, Supernatural",TV,"Lantis, Pony Canyon, Magic Capsule, Bushiroad, Showgate, Good Smile Company",P.A. Works,2923.0,1006,895,84966.0,224024,65.2152502953276,summer,2009
"King of Classroom, Yamazaki",6.14,Comedy,TV,"TV Tokyo, Shogakukan-Shueisha Productions",Magic Bus,8162.0,12034,3,509.0,1216,14.375181013856313,winter,1998
The Beast Player Erin,8.31,"Drama, Fantasy",TV,NHK,"Production I.G, Trans Arts",231.0,2159,1484,20539.0,83486,52.89526116595914,winter,2009
The Brave of Gold Goldran,6.97,"Action, Adventure, Fantasy, Sci-Fi",TV,"Studio Take Off, Nagoya Broadcasting Network",Sunrise,4093.0,9706,11,636.0,2743,17.74039846670056,winter,1995
Mazinger Edition Z: The Impact!,7.66,"Action, Drama",TV,"Lantis, Dynamic Planning","Bee Media, Code",1233.0,5087,164,5184.0,15231,38.85282583368753,spring,2009
Polyphonica Crimson S,7.13,"Drama, Fantasy, Romance",TV,"Lantis, Yomiko Advertising, Pony Canyon, Magic Capsule, SoftBank Creative, T.O Entertainment",Diomedéa,3425.0,4221,41,8761.0,24107,43.21549867573227,spring,2009
Viper's Creed,6.68,"Action, Sci-Fi",TV,"Sony Pictures Entertainment, Mill Creek Entertainment","AIC Spirits, Digital Frontier",5422.0,5995,17,4084.0,10206,35.23784209038632,winter,2009
Valkyria Chronicles,7.57,"Action, Romance",TV,"Aniplex, Sega, Sakura Create",A-1 Pictures,1463.0,1599,610,54145.0,129471,61.33193220979153,spring,2009
07-Ghost,7.19,"Action, Fantasy",TV,Ichijinsha,Studio Deen,3074.0,1071,2087,103243.0,208715,67.0514293751143,spring,2009
Pandora Hearts,7.66,"Adventure, Fantasy, Mystery",TV,"Square Enix, TBS, flying DOG",Xebec,1231.0,504,5168,171912.0,421352,72.5715895324174,spring,2009
Summer Storm!,7.24,"Comedy, Romance, Supernatural",TV,"TV Tokyo Music, GANSIS",Shaft,2810.0,2829,82,14103.0,52711,47.947564814185256,spring,2009
Eden of The East,7.76,"Award Winning, Mystery, Romance, Sci-Fi, Suspense",TV,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment",Production I.G,1004.0,364,4174,251086.0,550180,76.34451045499017,spring,2009
Kobato.,7.95,"Comedy, Drama, Fantasy, Romance",TV,"NHK, Kadokawa Shoten, NHK-BS2, KlockWorx, flying DOG",Madhouse,647.0,1344,1472,60404.0,162758,62.857038834235645,fall,2009
K-ON!,7.85,Comedy,TV,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Kyoto Animation,823.0,141,23306,554771.0,1015009,84.08993704693586,spring,2009
Phantom: Requiem for the Phantom,7.94,"Action, Drama, Suspense",TV,"Genco, Media Factory",Bee Train,671.0,670,4438,123373.0,325974,69.72233324433824,spring,2009
Dinosaur King D-Kids Adventure: Pterosaur Legend,6.46,"Action, Adventure, Sci-Fi",TV,"Asatsu DK, Sega, Nagoya Broadcasting Network",Sunrise,6548.0,6101,28,5554.0,9771,37.875959252592814,winter,2008
Dororo,7.23,"Action, Adventure, Supernatural",TV,Fuji TV,Mushi Production,2869.0,4594,87,5323.0,19881,38.55128665183791,spring,1969
Little Baldy Hagemaru,6.96,Comedy,TV,TV Asahi,Shin-Ei Animation,4164.0,9331,26,2058.0,3151,29.03365261816738,spring,1988
Hanasakeru Seishonen,7.7,"Drama, Romance",TV,"NHK, Sogo Vision",Pierrot,1148.0,2472,585,25826.0,67448,54.36690042810751,spring,2009
Legend of the Condor Hero III,7.2,"Action, Adventure, Drama, Romance",TV,Jade Animation,Nippon Animation,3051.0,9622,1,893.0,2849,21.3207252437043,spring,2008
Student Council's Discretion,7.31,Comedy,TV,"Kadokawa Shoten, AMG MUSIC",Studio Deen,2499.0,1159,710,81819.0,190954,64.97109445091795,fall,2009
Marco Polo's Adventures,6.02,Adventure,TV,NHK,Madhouse,8727.0,12734,4,213.0,969,5.800187262722664,spring,1979
The Sacred Blacksmith,6.66,"Action, Adventure, Fantasy",TV,"Media Factory, AT-X, Earth Star Entertainment",Manglobe,5549.0,1224,225,84173.0,180575,64.3474571020194,fall,2009
Cross Game,8.38,"Drama, Romance, Sports",TV,"TV Tokyo, Shogakukan-Shueisha Productions",SynergySP,190.0,1692,2997,49556.0,121011,61.45801495561932,spring,2009
Heaven's Lost Property,7.26,"Comedy, Fantasy, Romance, Sci-Fi, Ecchi",TV,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",AIC ASTA,2750.0,444,3855,242413.0,466179,75.36459565163214,fall,2009
Beyblade: Metal Fusion,6.87,"Adventure, Comedy, Sports",TV,"TV Tokyo, d-rights",Tatsunoko Production,4533.0,2101,404,58504.0,88276,61.143187231146825,spring,2009
Charger Girl Ju-den Chan,6.62,"Comedy, Sci-Fi, Ecchi",TV,"Avex Entertainment, Genco, Mobcast",Studio Hibari,5727.0,3556,57,14455.0,34372,47.322835579778314,summer,2009
Ristorante Paradiso,7.31,"Drama, Gourmet, Romance",TV,"Fuji TV, Fujipacific Music, Sony PCL",David Production,2495.0,3058,171,13524.0,45304,47.6365186163133,spring,2009
Sabu & Ichi's Arrest Warrant,6.69,"Action, Adventure, Drama, Slice of Life",TV,"Mushi Production, Mainichi Broadcasting System",Toei Animation,5396.0,10178,10,354.0,2342,11.70513325724741,fall,1968
Jewelpet,6.8,Fantasy,TV,"TV Osaka, Sanrio, Imagine",Studio Comet,4847.0,5615,39,3735.0,11957,34.54907831439068,spring,2009
Haruka Nogizaka's Secret: Purezza,7.18,"Comedy, Romance, Ecchi",TV,"ASCII Media Works, Studio Mausu, Studio Jack",Diomedéa,3133.0,2408,90,39908.0,70374,57.88452355106325,fall,2009
Needless,7.23,"Action, Comedy, Sci-Fi, Ecchi",TV,"Avex Entertainment, Lantis",Madhouse,2898.0,1504,534,60922.0,139717,62.02505635774089,summer,2009
Kimi ni Todoke: From Me to You,8.0,"Drama, Romance",TV,"VAP, Nippon Television Network, Shueisha",Production I.G,596.0,170,12928,434282.0,891249,81.91417002418666,fall,2009
The Burning Wild Man,7.2,"Action, Adventure, Comedy",TV,Toho,Pierrot,3034.0,11266,15,433.0,1609,14.351556193929957,spring,1988
Gregory Horror Show,6.57,"Comedy, Horror, Mystery, Supernatural",TV,"VAP, TV Asahi",Milky Cartoon,5973.0,8541,53,1601.0,4176,26.060382250089976,fall,1999
Princess Anmitsu,7.33,Comedy,TV,Fujipacific Music,Pierrot,2384.0,11553,13,419.0,1450,14.207417378224216,fall,1986
At The Mercy of The Sky,7.06,"Comedy, Romance",TV,"Sony Pictures Entertainment, Marvelous, Lantis, Pony Canyon, AT-X, Delfi Sound",Studio Comet,3710.0,3176,64,17150.0,42523,49.588856519199965,summer,2009
Rainbow,8.48,"Drama, Suspense",TV,"VAP, Nippon Television Network",Madhouse,136.0,567,8253,151911.0,380688,72.35982859691954,spring,2010
Kaasan: Mom's Life,7.15,"Comedy, Slice of Life",TV,Nihon Ad Systems,"Gallop, TYO Animations, Dongwoo A&E",3278.0,9378,24,1017.0,3109,22.50560837765845,spring,2009
The Best!! Extremely Cool Student Council President,6.33,"Comedy, Romance",TV,"TV Tokyo, Shogakukan-Shueisha Productions, Ryukyu Asahi Broadcasting",Shogakukan Music & Digital Entertainment,7207.0,6601,16,2374.0,8072,29.495505566239405,spring,2009
Little Miss Maruko,7.27,"Comedy, Slice of Life",TV,"Ajia-do, Sakura Production",Nippon Animation,2693.0,7872,43,1663.0,5243,27.401136089485718,winter,1995
Sweet Blue Flowers,7.1,"Drama, Girls Love, Romance",TV,"Fuji TV, Fujipacific Music",J.C.Staff,3528.0,1973,402,35794.0,97312,56.72890121211491,summer,2009
Cat Planet Cuties,6.58,"Comedy, Romance, Sci-Fi, Ecchi",TV,"AIC, Lantis, Media Factory, Pony Canyon, Rakuonsha, AT-X, KlockWorx, Ryukyu Asahi Broadcasting",AIC PLUS+,5941.0,1131,512,90084.0,196533,64.88465982471621,summer,2010
Whispered Words,7.06,"Comedy, Girls Love, Romance",TV,"Half H.P Studio, flying DOG",AIC,3705.0,2366,300,25956.0,72317,53.579600669476015,fall,2009
Kämpfer,6.37,"Action, Comedy, Girls Love, Romance, Ecchi",TV,"TBS, RAY",Nomad,7005.0,807,795,143313.0,280939,69.04345740733066,fall,2009
Tokyo Magnitude 8.0,8.01,"Award Winning, Drama",TV,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment, Sakura Create","Bones, Kinema Citrus",575.0,767,1753,122203.0,289586,69.7150990513978,summer,2009
A Certain Scientific Railgun,7.67,"Action, Fantasy, Sci-Fi",TV,"Geneon Universal Entertainment, Movic, AT-X, ASCII Media Works",J.C.Staff,1195.0,337,5814,279792.0,589631,77.27463860160782,fall,2009
Manga Fairy Tales of the World,6.99,"Adventure, Drama, Fantasy",TV,"TBS, DAX Production",Madhouse,4042.0,10923,7,491.0,1838,15.276786004131347,fall,1976
Omamori Himari,6.84,"Action, Comedy, Romance, Supernatural, Ecchi",TV,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",Zexcs,4673.0,945,741,118667.0,236328,67.91171084075073,winter,2010
Baka & Test - Summon the Beasts,7.52,"Comedy, Romance",TV,"Lantis, Media Factory, Cospa, T.O Entertainment",SILVER LINK.,1645.0,314,5586,339916.0,620729,78.9589631550831,winter,2010
Eagle Riders (2),6.42,"Action, Adventure, Sci-Fi",TV,Fuji TV,Tatsunoko Production,6768.0,10221,4,685.0,2309,17.663597916200974,fall,1979
Strike Witches 2,7.29,"Action, Sci-Fi, Ecchi",TV,"AIC, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",AIC Spirits,2588.0,2174,269,39621.0,82170,57.96143566634174,summer,2010
Tegami Bachi: Letter Bee,7.61,"Adventure, Fantasy",TV,"Pierrot, TV Tokyo",Pierrot Plus,1348.0,1720,733,44312.0,118679,59.452713279338475,fall,2009
Scary High School Rumors,6.62,Horror,TV,"Fuji TV, Amuse",Group TAC,5732.0,10641,6,397.0,2023,12.707428960858298,summer,1994
The Qwaser of Stigmata,6.35,"Action, Supernatural, Ecchi",TV,TAKI Corporation,Hoods Entertainment,7149.0,686,797,129231.0,320249,68.0171349494105,winter,2010
Kiteretsu Encyclopedia,6.82,"Comedy, Drama, Slice of Life",TV,Fuji TV,Gallop,4737.0,7609,19,3362.0,5625,33.56419814873847,spring,1988
Beast Wars Neo,6.39,"Action, Adventure, Sci-Fi",TV,"TV Tokyo, Nihon Ad Systems",Ashi Productions,6914.0,9818,2,941.0,2636,20.675704556692068,winter,1999
Nyan Koi!,7.13,"Comedy, Romance",TV,"Pony Canyon, TBS, Movic, Flex Comix",AIC,3414.0,863,584,133670.0,259457,69.4580802773914,fall,2009
Angel Beats!,8.06,"Drama, Supernatural",TV,"Aniplex, Dentsu, Mainichi Broadcasting System, CBC Television, Movic, Visual Arts, ASCII Media Works",P.A. Works,507.0,28,47648,1247171.0,2010342,92.1453260322048,spring,2010
Here Comes Koume!,5.66,"Comedy, Romance, Slice of Life",TV,Pioneer LDC,"Gainax, Group TAC",10232.0,11622,2,300.0,1411,8.502750155148956,summer,1999
Darker than Black: Gemini of the Meteor,7.43,"Action, Mystery, Sci-Fi",TV,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Sakura Create",Bones,1951.0,529,1487,226717.0,403086,74.94285092408816,fall,2009
Hanamaru Kindergarten,7.27,"Comedy, Slice of Life",TV,"Starchild Records, Omnibus Japan, TV Tokyo Music",Gainax,2697.0,2070,230,37287.0,90421,57.35029240370347,winter,2010
Katanagatari,8.31,"Action, Adventure, Romance",TV,"Aniplex, Lantis, Kodansha, Movic, Fuji TV",White Fox,230.0,371,10715,208591.0,545253,75.21833612285484,winter,2010
Queen's Blade: Inheritor of the Throne,6.53,"Action, Adventure, Fantasy, Ecchi",TV,"Genco, Media Factory, AT-X, Magic Capsule, Hobby Japan, Toranoana",Arms,6216.0,2801,86,21925.0,53629,51.20277013258569,fall,2009
Sengoku Basara: Samurai Kings 2,7.51,Action,TV,"Dentsu, Shochiku, Mainichi Broadcasting System, Pony Canyon, Movic, flying DOG",Production I.G,1681.0,2450,167,32574.0,68556,56.36175221816349,summer,2010
Super High Speed Galvion,6.04,"Action, Sci-Fi",TV,"TV Asahi, Kokusai Eigasha",Artmic,8670.0,11104,3,325.0,1710,9.898573883317175,winter,1984
Chu-Bra!!,6.2,"Comedy, Ecchi",TV,"Starchild Records, GANSIS",Zexcs,7870.0,2994,49,21894.0,47249,50.68975201250998,winter,2010
11eyes,6.06,"Action, Supernatural, Ecchi",TV,"Marvelous, Pony Canyon, feng",Doga Kobo,8545.0,964,438,124978.0,233084,67.24471469531727,fall,2009
Fairy Tail,7.57,"Action, Adventure, Fantasy",TV,"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create","Satelight, A-1 Pictures",1479.0,49,45524,981322.0,1681333,89.23266496621396,fall,2009
Black Butler II,7.14,"Action, Comedy, Supernatural",TV,"Aniplex, Square Enix, Mainichi Broadcasting System",A-1 Pictures,3343.0,365,3131,311842.0,548024,77.62947355207727,summer,2010
Summer Storm! Open for Business,7.26,"Comedy, Romance, Supernatural",TV,"TV Tokyo Music, GANSIS",Shaft,2741.0,4536,12,7701.0,20387,42.147619223270006,fall,2009
Durarara!!,8.11,"Action, Mystery, Supernatural",TV,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works, Sakura Create",Brain's Base,453.0,83,29819,648391.0,1361457,85.90543636270714,winter,2010
Dance in the Vampire Bund,6.99,"Action, Drama, Romance, Supernatural",TV,"Genco, Media Factory, Rakuonsha, AT-X, flying DOG",Shaft,4025.0,1008,702,106989.0,223447,67.12298093694798,winter,2010
Armed Librarians: The Book of Bantorra,7.2,"Action, Fantasy",TV,"Geneon Universal Entertainment, Sakura Create, Atelier Musa",David Production,3056.0,2565,203,16915.0,63321,49.64508257384378,fall,2009
Shakugan no Shana: Season III,7.51,"Action, Drama, Fantasy, Romance",TV,"Geneon Universal Entertainment, Warner Bros. Japan, ASCII Media Works, Showgate",J.C.Staff,1682.0,966,1130,115581.0,232529,68.55787328748104,fall,2011
Welcome to Irabu's Office,7.92,Drama,TV,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment, Bungeishunjuu",Toei Animation,694.0,2065,1246,24507.0,90530,54.13335100182218,fall,2009
Rocky Rackat!,6.97,"Comedy, Fantasy",TV,"Shogakukan-Shueisha Productions, NHK",Animation 21,4096.0,12461,5,441.0,1052,14.215250524191838,spring,1993
Sound of the Sky,7.54,"Sci-Fi, Slice of Life",TV,"TV Tokyo, Aniplex",A-1 Pictures,1583.0,1376,1474,54505.0,157974,61.35750902702749,winter,2010
InuYasha: The Final Act,8.2,"Action, Adventure, Fantasy, Romance",TV,"Yomiuri Telecasting, Shogakukan",Sunrise,351.0,822,2112,137701.0,272233,71.09070876197211,fall,2009
Deadman Wonderland,7.15,"Action, Horror, Sci-Fi, Supernatural",TV,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, AMG MUSIC",Manglobe,3311.0,104,6667,666377.0,1198634,84.95567593349877,spring,2011
Stitch! The Mischievous Alien's Great Adventure,6.09,"Adventure, Comedy, Sci-Fi",TV,Tohokushinsha Film Corporation,Madhouse,8427.0,10091,2,818.0,2407,18.863963165546878,fall,2009
X-Men,6.32,"Action, Drama",TV,"Sony Pictures Entertainment, Atelier Musa",Madhouse,7253.0,4008,27,13005.0,26751,45.85827625993779,spring,2011
Wagnaria!!,7.65,Comedy,TV,"Aniplex, Rakuonsha",A-1 Pictures,1264.0,500,2477,202045.0,422943,74.1143489573961,spring,2010
Night Raid 1931,6.83,Action,TV,"TV Tokyo, Aniplex",A-1 Pictures,4732.0,3100,58,12548.0,44461,46.26112738417688,spring,2010
Occult Academy,7.04,"Comedy, Mystery, Sci-Fi, Supernatural",TV,"Aniplex, Xebec, TV Tokyo Music",A-1 Pictures,3819.0,1912,188,42205.0,101603,58.23381377743646,summer,2010
Blessing of the Campanella,6.28,"Adventure, Fantasy",TV,Delfi Sound,AIC,7488.0,3740,27,11578.0,31072,44.67786483670519,summer,2010
Super Zugan,6.29,Comedy,TV,"Kitty Films, Fuji TV",Studio Deen,7427.0,13319,3,150.0,812,2.848520021465828,fall,1992
Maid Sama!,8.01,"Comedy, Romance",TV,"Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",J.C.Staff,570.0,103,22311,705048.0,1202350,86.59268933103938,spring,2010
The Betrayal Knows My Name,7.21,"Adventure, Boys Love, Drama, Fantasy",TV,"Kadokawa Shoten, flying DOG",J.C.Staff,2976.0,1967,969,37323.0,97623,57.27977773817457,spring,2010
Okamikakushi: Masque of the Wolf,6.3,"Action, Horror, Mystery, Supernatural",TV,"TBS, flying DOG",AIC,7406.0,2371,84,30597.0,72175,54.06691885840338,winter,2010
LBX: Little Battlers eXperience,6.97,Action,TV,"TV Tokyo, Dentsu",OLM,4114.0,6127,46,4347.0,9677,36.248068323971744,spring,2011
Demon King Daimao,6.74,"Action, Comedy, Fantasy, Ecchi",TV,"Marvelous, Hobby Japan, Delfi Sound",Artland,5130.0,404,1260,294638.0,509902,76.52776758031749,spring,2010
Miracle Train: Welcome to the Oedo Line,6.46,Fantasy,TV,"TV Tokyo, Aniplex, Lantis, DAX Production, TYO Animations",Yumeta Company,6552.0,4666,40,7453.0,19136,40.708095742053374,fall,2009
