Gender,Birthday,Location,Days Watched,Completed,Total Entries,Episodes Watched,Country,Weighted_Y
Male,1983-02-23 00:00:00+00:00,"Garfield Heights, Ohio",95.4,291.0,363.0,5417.0,USA,1681.251692631489
Female,1990-06-05 00:00:00+00:00,Indiana,92.8,368.0,629.0,6085.0,Indiana,2027.3877099761376
Male,1985-11-12 00:00:00+00:00,Sweden,90.6,194.0,212.0,5253.0,Sweden,1500.8459752392876
Female,1986-04-29 00:00:00+00:00,California,67.1,207.0,279.0,3890.0,USA,1215.6269050975297
Male,1989-10-03 00:00:00+00:00,New Jersey,35.0,104.0,178.0,1829.0,Jersey,603.3851285228773
Male,1985-09-30 00:00:00+00:00,"San Francisco, California",146.4,585.0,599.0,8647.0,USA,2760.2519407291065
Male,1990-01-09 00:00:00+00:00,Delaware,22.5,85.0,326.0,1283.0,USA,541.0896945219828
Male,1989-04-21 00:00:00+00:00,"Leicester, England",83.4,386.0,491.0,4794.0,England,1655.3674114870432
Male,1989-01-04 00:00:00+00:00,Ohio,57.9,153.0,166.0,3408.0,USA,1004.5951351609779
Male,1987-01-07 00:00:00+00:00,"Vacaville, California",88.6,52.0,89.0,5262.0,USA,1352.0952275970055
Male,1990-01-25 00:00:00+00:00,Neverath,56.2,169.0,268.0,3434.0,Neverath,1075.683211159685
Male,1991-09-13 00:00:00+00:00,"Alberta, Canada",103.3,239.0,272.0,6194.0,Canada,1785.8722063106356
Female,1991-03-08 00:00:00+00:00,"Las Vegas, Nevada",126.4,251.0,959.0,7134.0,USA,2406.960775778033
Female,1982-06-20 00:00:00+00:00,"Reykjavik, Iceland",16.5,75.0,129.0,898.0,Iceland,332.74081432618226
Female,1986-08-01 00:00:00+00:00,Oregon,62.4,160.0,182.0,3735.0,USA,1096.0491786848636
Female,1987-07-29 00:00:00+00:00,"Columbus, Georgia",319.5,1068.0,1543.0,19454.0,USA,6171.517655382154
Male,1987-10-25 00:00:00+00:00,"Dublin, Ireland",79.9,291.0,309.0,4732.0,Ireland,1483.270751432678
Male,1991-06-19 00:00:00+00:00,"Athens, Greece",17.0,58.0,119.0,986.0,Greece,338.1883243504727
Male,1983-04-08 00:00:00+00:00,Southern Usa,43.0,103.0,570.0,2580.0,Usa,1000.3213766185125
Female,1983-01-01 00:00:00+00:00,Singapore,34.6,113.0,243.0,2545.0,Singapore,811.0189006631258
Male,1975-01-15 00:00:00+00:00,hidden village in CA,106.8,235.0,281.0,6311.0,USA,1817.7498742506473
Female,1989-11-19 00:00:00+00:00,"San Jose, California",67.1,312.0,408.0,4068.0,USA,1388.9370337865362
Female,1988-01-26 00:00:00+00:00,"Zagreb, Croatia",68.7,291.0,576.0,4007.0,Croatia,1457.2498974994098
Female,1990-05-21 00:00:00+00:00,Israel,91.2,272.0,539.0,5394.0,Israel,1760.7806266324446
Male,1987-04-10 00:00:00+00:00,Illinois,97.4,238.0,256.0,5748.0,USA,1669.40050043774
Male,1986-12-26 00:00:00+00:00,Finland,53.7,107.0,138.0,3199.0,Finland,911.759732856734
Female,1987-01-04 00:00:00+00:00,Sohma Complex,20.5,22.0,35.0,1225.0,Complex,328.3144195742159
Male,1987-08-11 00:00:00+00:00,"Sao Paulo (City), Sao Paulo (State)",151.5,142.0,215.0,9036.0,BRA,2386.2609291459125
Female,1985-09-02 00:00:00+00:00,"Chester, California",61.4,171.0,282.0,3725.0,USA,1155.181696195364
Male,1987-08-29 00:00:00+00:00,"Highland, California",50.5,132.0,169.0,2908.0,USA,873.8857458047116
Male,1985-09-08 00:00:00+00:00,"Huntington Beach, California",108.2,443.0,457.0,6187.0,USA,2006.6976565998684
Male,1992-02-11 00:00:00+00:00,"Melbourne, Australia",17.5,43.0,105.0,1008.0,Australia,327.20364288713034
Female,1990-10-23 00:00:00+00:00,Finland,42.9,92.0,124.0,2536.0,Finland,735.2176265522498
Female,1985-04-09 00:00:00+00:00,"Los Angelas,Ca",73.4,153.0,226.0,4338.0,Ca,1262.8886889859562
Male,1989-08-18 00:00:00+00:00,New York,90.7,114.0,142.0,5430.0,GBR,1457.310004811077
Male,1982-10-14 00:00:00+00:00,Manila,36.7,46.0,56.0,2172.0,PHL,582.9401992991191
Female,1984-04-12 00:00:00+00:00,USA,7.3,22.0,44.0,405.0,USA,135.32564213095887
Female,1988-08-03 00:00:00+00:00,Florida,15.9,35.0,69.0,909.0,USA,278.6600304144878
Male,1986-08-27 00:00:00+00:00,"Laval, france",182.8,512.0,695.0,10890.0,"Laval, france",3313.7827411099065
Male,1990-06-28 00:00:00+00:00,New York,24.5,22.0,54.0,1439.0,GBR,390.88442528979357
Female,1981-10-21 00:00:00+00:00,"Bellevue, WA",181.1,547.0,790.0,10472.0,USA,3288.591826887102
Female,1987-03-13 00:00:00+00:00,"Warsaw,Poland",239.2,715.0,1994.0,14300.0,Poland,4977.947598478824
Female,1991-10-17 00:00:00+00:00,Pennsylvania,7.9,11.0,23.0,449.0,USA,127.89856352527725
Male,1985-10-12 00:00:00+00:00,"Lima,Peru",174.8,1463.0,1612.0,9822.0,Peru,4115.7476010318705
Female,1983-05-10 00:00:00+00:00,"New Haven, CT",7.2,18.0,21.0,408.0,USA,120.8641299721496
Male,1987-12-19 00:00:00+00:00,Sweden,135.8,260.0,425.0,8159.0,Sweden,2358.1039631174376
Male,1987-12-11 00:00:00+00:00,Israel,71.6,72.0,85.0,4233.0,Israel,1112.5891577154764
Male,1985-07-05 00:00:00+00:00,"Madison, Wisconsin",60.8,80.0,202.0,3608.0,USA,1031.031970813703
Male,1988-07-12 00:00:00+00:00,University of Central Florida,108.2,222.0,256.0,6451.0,USA,1829.7172488719195
Female,1989-01-06 00:00:00+00:00,England,62.0,135.0,253.0,3636.0,England,1098.0761237597185
Female,1988-05-25 00:00:00+00:00,Tartu,66.2,214.0,278.0,3944.0,Tartu,1231.1287203110148
Male,1987-05-02 00:00:00+00:00,"Hermosillo, Sonora",152.2,412.0,462.0,9118.0,Sonora,2697.734615693784
Male,1985-10-10 00:00:00+00:00,Budapest,218.8,713.0,1299.0,12594.0,HUN,4181.502620718536
Female,1988-11-08 00:00:00+00:00,"Boston, M.A.",26.9,53.0,129.0,1579.0,"Boston, M.A.",484.28912252406826
Female,1993-01-22 00:00:00+00:00,United States,52.7,92.0,121.0,3099.0,States,869.9018837140779
Male,1988-10-14 00:00:00+00:00,Finland,115.5,274.0,290.0,6904.0,Finland,1987.7852006581293
Female,1991-07-11 00:00:00+00:00,Away In An Unknown Place Far Far Away...,85.6,186.0,280.0,5286.0,Away In An Unknown Place Far Far Away...,1539.060139590973
Male,1988-02-15 00:00:00+00:00,Philadelphia area,87.8,211.0,236.0,5196.0,Philadelphia area,1509.1306636303514
Male,1982-05-26 00:00:00+00:00,"Melbourne, Australia",47.4,163.0,183.0,2782.0,Australia,868.3919621674927
Male,1986-01-16 00:00:00+00:00,"Williamsburg, Virginia",180.7,370.0,576.0,10635.0,USA,3105.8181841606424
Female,1990-05-17 00:00:00+00:00,"London, England",15.0,47.0,90.0,899.0,England,294.39819174125466
Male,1986-10-19 00:00:00+00:00,"Scarborough, England",101.9,293.0,324.0,6035.0,England,1807.9751241323968
Male,1989-01-19 00:00:00+00:00,"Finland, Helsinki",82.9,224.0,295.0,4916.0,FIN,1481.6115434101512
Male,1992-12-17 00:00:00+00:00,Silent Hill,347.2,1360.0,1363.0,21518.0,Hill,6733.495930899905
Male,1984-11-12 00:00:00+00:00,"rochester, ny",189.1,382.0,427.0,11262.0,"rochester, ny",3180.1114353106022
Male,1985-03-11 00:00:00+00:00,"Atlanta, Georgia",37.8,182.0,200.0,2121.0,USA,729.6962165656648
Female,1988-04-12 00:00:00+00:00,"Stockholm, Sweden",62.8,148.0,195.0,3675.0,Sweden,1082.7024344291547
Female,1983-02-11 00:00:00+00:00,"Belfast, Northern Ireland",97.7,336.0,388.0,5744.0,Ireland,1798.2265393751795
Male,1991-09-16 00:00:00+00:00,"Brasov, Romania",54.5,125.0,205.0,3183.0,Romania,956.1104860439409
Female,1990-06-28 00:00:00+00:00,"Bergen, Norway",9.4,12.0,23.0,559.0,Norway,154.88147283252184
Male,1985-08-20 00:00:00+00:00,"Norman, Oklahoma",74.2,229.0,334.0,4436.0,USA,1389.757416981948
Male,1991-07-28 00:00:00+00:00,Lithuania,120.9,600.0,637.0,7509.0,Lithuania,2511.2243864261327
Male,1986-03-27 00:00:00+00:00,Somewhere in Holland,104.1,248.0,727.0,6289.0,Holland,2067.095211761154
Male,1986-09-08 00:00:00+00:00,"Metro Atlanta, Georgia",102.8,264.0,358.0,5902.0,USA,1779.9133196780483
Male,1988-12-15 00:00:00+00:00,Brazil \o/,78.7,117.0,150.0,4689.0,Brazil \o/,1284.515485726885
Male,1985-11-07 00:00:00+00:00,Israel,250.7,1175.0,1373.0,16688.0,Israel,5456.584547151579
Female,1991-10-13 00:00:00+00:00,My imagination,129.0,366.0,592.0,7491.0,My imagination,2352.665905456268
Male,1987-10-27 00:00:00+00:00,"Syracuse, NY",50.7,129.0,496.0,2973.0,USA,1069.6120758308707
Female,1991-05-11 00:00:00+00:00,Lithuania,77.9,317.0,411.0,4704.0,Lithuania,1547.3535144050918
Female,1984-03-08 00:00:00+00:00,California,217.2,472.0,742.0,12861.0,USA,3794.5193905315537
Male,1985-01-04 00:00:00+00:00,"Cebu, Philippines",39.8,150.0,285.0,2272.0,Philippines,794.9868510298649
Male,1984-08-09 00:00:00+00:00,utrecht Netherlands,388.4,1437.0,1480.0,22674.0,Netherlands,7134.404307234189
Male,1990-09-20 00:00:00+00:00,Maryland,71.6,140.0,177.0,4255.0,USA,1207.8514632692595
Male,1990-10-08 00:00:00+00:00,Sweden,59.7,79.0,109.0,3563.0,Sweden,967.5625178086711
Female,1992-12-30 00:00:00+00:00,"Alberta, Canada",12.7,23.0,36.0,743.0,Canada,213.0330148681881
Female,1992-06-13 00:00:00+00:00,"Athens, Greece",63.0,320.0,461.0,3914.0,Greece,1384.9583774326088
Female,1991-10-18 00:00:00+00:00,El Salvador,109.3,344.0,556.0,6879.0,BRA,2166.7778318556793
Male,1988-08-19 00:00:00+00:00,South Africa,32.6,143.0,177.0,1962.0,Africa,654.7203969896821
Female,1991-02-23 00:00:00+00:00,"Monterrey, Mexico",53.6,69.0,110.0,3167.0,Mexico,866.9331050837509
Female,1988-11-18 00:00:00+00:00,Germany,243.2,421.0,518.0,14524.0,Germany,4041.671490314656
Female,1988-09-15 00:00:00+00:00,"Bilzen, Belgium",68.2,148.0,151.0,4085.0,Belgium,1156.5194848312133
Male,1989-09-07 00:00:00+00:00,"Philadelphia, Pennsylvania",47.4,71.0,123.0,2798.0,USA,786.0745702737734
Male,1990-02-18 00:00:00+00:00,Washington DC,202.1,811.0,1254.0,11604.0,USA,3972.9837904384694
Male,1989-07-12 00:00:00+00:00,"Killeen, Texas",67.4,130.0,173.0,3992.0,USA,1136.4172941506927
Male,1986-12-04 00:00:00+00:00,"Abu Dhabi, UAE",149.1,267.0,400.0,8904.0,"Abu Dhabi, UAE",2528.7954015952596
Male,1990-05-01 00:00:00+00:00,Denmark,33.9,49.0,59.0,1993.0,Denmark,543.1496872174037
Male,1986-05-27 00:00:00+00:00,israel,186.2,531.0,626.0,11305.0,israel,3384.584480549082
Male,1985-04-09 00:00:00+00:00,Sweden,116.4,373.0,481.0,6837.0,Sweden,2135.7439953390203
Male,1991-11-30 00:00:00+00:00,"Jerusalem, Israel",283.6,1072.0,1305.0,17180.0,Israel,5492.475912510545
Male,1988-07-21 00:00:00+00:00,Not Japan :(,449.2,1812.0,2019.0,26816.0,Not Japan :(,8646.069268635938
Female,1987-08-04 00:00:00+00:00,"quezon city, philippines",0.1,1.0,1.0,1.0,"quezon city, philippines",1.4170841466427786
Female,1985-03-02 00:00:00+00:00,"Pittsburgh, PA",31.5,138.0,314.0,1808.0,USA,691.7827256968446
Female,1987-07-28 00:00:00+00:00,Chicago/Louisville,32.4,87.0,126.0,1861.0,Louisville,570.6853874027173
Male,1998-11-24 00:00:00+00:00,"Miami, Florida",35.6,51.0,76.0,2105.0,USA,580.7535322643348
Male,1986-05-11 00:00:00+00:00,"Madison, WI",54.9,127.0,151.0,3152.0,USA,920.1770969080387
Female,1989-01-15 00:00:00+00:00,"Spokane, WA",112.4,391.0,532.0,6479.0,USA,2088.988621348124
Male,1990-12-31 00:00:00+00:00,"New York, USA",43.4,142.0,353.0,2488.0,USA,880.530098994718
Female,1987-09-17 00:00:00+00:00,France,77.4,350.0,452.0,4674.0,France,1581.8153777883554
Male,1986-05-05 00:00:00+00:00,In the trees. . . >_>,42.6,121.0,230.0,2486.0,In the trees. . . >_>,799.073278659834
Male,1988-06-22 00:00:00+00:00,New York,221.8,699.0,958.0,13395.0,GBR,4171.4007374598705
Male,1988-10-28 00:00:00+00:00,"Amsterdam, Holand",85.9,263.0,423.0,5046.0,Holand,1607.1319772319991
Female,1986-06-25 00:00:00+00:00,"Ohio, USA",66.2,241.0,290.0,3925.0,USA,1248.8355641705948
Male,1987-08-20 00:00:00+00:00,"Montreal, Quebec",33.1,152.0,231.0,1951.0,CAN,687.6770797407355
Male,1987-10-14 00:00:00+00:00,"Aalborg, Denmark",22.6,98.0,136.0,1182.0,Denmark,419.21818182080585
Male,1987-03-22 00:00:00+00:00,Germany,280.6,1367.0,1736.0,17349.0,Germany,5938.950402908389
Male,1981-07-17 00:00:00+00:00,NorthWest Indiana,19.9,115.0,164.0,1032.0,Indiana,408.16231648582414
Female,1988-02-22 00:00:00+00:00,"Caracas, Venezuela",70.8,179.0,268.0,4313.0,Venezuela,1293.901599160972
Male,1988-04-03 00:00:00+00:00,"Clifton, New Jersey",188.9,745.0,1143.0,11411.0,Jersey,3821.1838780421845
Male,1990-10-02 00:00:00+00:00,Florida,81.7,137.0,527.0,4840.0,USA,1542.8070639613993
Male,1989-08-17 00:00:00+00:00,Rustyspoonville,9.6,42.0,262.0,531.0,Rustyspoonville,298.81465600722333
Female,1990-07-31 00:00:00+00:00,A bright smoke free room,44.9,51.0,78.0,2629.0,A bright smoke free room,708.8776975470464
Female,1991-06-26 00:00:00+00:00,Israel,52.8,93.0,335.0,3068.0,Israel,982.5694494046509
Male,1987-12-17 00:00:00+00:00,Germany,56.3,268.0,338.0,3329.0,Germany,1146.9360282924533
Female,1992-01-27 00:00:00+00:00,"Henderson, Nevada",66.5,220.0,282.0,3868.0,USA,1219.2828868689087
Male,1987-10-29 00:00:00+00:00,"Rotterdam, The Netherlands",151.3,573.0,699.0,9164.0,Netherlands,2932.05240485992
Male,1990-07-16 00:00:00+00:00,Israel,26.6,77.0,105.0,1558.0,Israel,479.58843965126727
Male,1991-01-24 00:00:00+00:00,USA,46.3,175.0,299.0,2714.0,USA,923.4699146157111
Female,1987-10-13 00:00:00+00:00,New York,6.2,23.0,52.0,340.0,GBR,124.63007782132449
Male,1992-10-16 00:00:00+00:00,Israel,139.3,488.0,789.0,8540.0,Israel,2781.8404390693076
Male,1980-12-08 00:00:00+00:00,Netherlands,22.5,85.0,145.0,1195.0,Netherlands,419.76749941332776
Male,1989-04-05 00:00:00+00:00,Southend,25.3,24.0,40.0,1501.0,Southend,399.0877003765463
Male,1986-08-02 00:00:00+00:00,Unknown,121.2,367.0,411.0,7030.0,Unknown,2140.8505474429426
Male,1982-06-01 00:00:00+00:00,Utrecht,105.1,355.0,472.0,6276.0,NLD,1983.712813479998
Female,1993-03-05 00:00:00+00:00,Over the rainbow.,79.3,214.0,338.0,4842.0,Over the rainbow.,1480.6483997535342
Male,1989-07-24 00:00:00+00:00,"Moscow, Russia",40.2,107.0,129.0,2405.0,Russia,714.6197853809367
Female,1987-05-13 00:00:00+00:00,Netherlands,59.5,184.0,362.0,3537.0,Netherlands,1162.4233044169723
Male,1986-04-21 00:00:00+00:00,Gothenburg,141.2,490.0,590.0,8245.0,SWE,2604.553681846583
Male,1984-08-18 00:00:00+00:00,"Keistadt, The Netherlands",115.2,533.0,555.0,6746.0,Netherlands,2246.6376022449995
Male,1991-12-26 00:00:00+00:00,"Brisbane, Australia",74.2,252.0,433.0,4573.0,Australia,1489.9309761650452
Female,1990-08-08 00:00:00+00:00,The Netherlands,93.8,118.0,214.0,5655.0,Netherlands,1553.7585809009242
Female,1985-08-12 00:00:00+00:00,"Slovakia, EU",86.4,300.0,457.0,5024.0,"Slovakia, EU",1642.3959359666878
Male,1985-09-17 00:00:00+00:00,"Punta Arenas, Chile",63.0,86.0,178.0,3755.0,Chile,1056.4924025640858
Female,1987-02-01 00:00:00+00:00,New World,71.6,140.0,214.0,4290.0,World,1236.607666842373
Female,1987-09-04 00:00:00+00:00,Aurillac (France),7.2,23.0,41.0,398.0,Aurillac (France),132.5424787056911
Female,1992-05-10 00:00:00+00:00,"Jerusalem, Israel",49.7,41.0,91.0,2944.0,Israel,786.3160903399524
Male,1989-01-08 00:00:00+00:00,New Jersey,146.6,604.0,682.0,8630.0,Jersey,2813.5244779260775
Male,1988-03-10 00:00:00+00:00,In the land far far away...,80.4,221.0,412.0,4729.0,In the land far far away...,1500.221716330078
Male,1990-12-15 00:00:00+00:00,South Florida,68.6,138.0,176.0,4032.0,USA,1152.6308262729876
Male,1987-02-27 00:00:00+00:00,"South Lake Tahoe, CA",135.6,478.0,586.0,7852.0,USA,2500.969819885544
Male,1988-10-12 00:00:00+00:00,"Newberg, Oregon",131.3,294.0,445.0,7726.0,USA,2285.505462643362
Female,1986-08-30 00:00:00+00:00,"New York City, NY",22.4,50.0,71.0,1309.0,USA,384.97232205585794
Male,1980-01-28 00:00:00+00:00,"Valga, Estonia",240.8,1251.0,1576.0,15840.0,Estonia,5410.476928194077
Male,1986-10-05 00:00:00+00:00,Israel,107.4,286.0,402.0,6901.0,Israel,2051.8605666589037
Male,1990-12-27 00:00:00+00:00,"Behind you. Otherwise, I'm in Canada",192.3,823.0,1430.0,11967.0,Canada,4156.88307872163
Female,1986-12-11 00:00:00+00:00,North Carolina,98.8,244.0,298.0,6011.0,Carolina,1758.1673715464112
Female,1985-10-23 00:00:00+00:00,Israel,170.9,705.0,804.0,10428.0,Israel,3370.837725570081
Female,1985-12-06 00:00:00+00:00,Ohio,46.7,47.0,65.0,2706.0,USA,718.2508631227005
Female,1992-06-24 00:00:00+00:00,UK,17.8,57.0,97.0,999.0,GBR,328.82453307896003
Male,1987-04-17 00:00:00+00:00,"Angers, France",74.0,245.0,431.0,4383.0,France,1440.5227774234236
Male,1988-09-17 00:00:00+00:00,"Norway, Oslo",125.9,244.0,270.0,7479.0,NOR,2098.966654419668
Male,1992-08-14 00:00:00+00:00,secret,85.7,195.0,436.0,5185.0,secret,1607.705310676543
Male,1990-12-12 00:00:00+00:00,"Hammerfest, Norway",45.7,64.0,79.0,2741.0,Norway,743.3554511430295
Male,1986-09-04 00:00:00+00:00,On the Border between Gensokyo and Asgard,50.0,124.0,206.0,2937.0,Asgard,896.394847157094
Male,1988-10-05 00:00:00+00:00,Israel,82.3,220.0,267.0,4772.0,Israel,1429.9046243554262
Male,1983-12-17 00:00:00+00:00,"Vale of Glamorgan, South Wales",22.2,36.0,136.0,1299.0,Wales,410.7514299120447
Male,1989-09-19 00:00:00+00:00,"Shanghai, China",30.0,120.0,161.0,1675.0,China,564.4742782106555
Male,1991-04-13 00:00:00+00:00,Israel,55.4,195.0,201.0,3103.0,Israel,975.8037415380438
Male,1987-02-13 00:00:00+00:00,"Hollywood, FL",9.5,14.0,21.0,570.0,USA,157.52389971449804
Female,1992-05-08 00:00:00+00:00,Candy Land~ >XD,0.0,0.0,1.0,0.0,Candy Land~ >XD,0.5572364125914089
Female,1992-04-02 00:00:00+00:00,"Wales, UK",68.2,124.0,209.0,4078.0,GBR,1173.4888156807847
Female,1988-05-21 00:00:00+00:00,Oregon,219.8,729.0,765.0,12949.0,USA,3976.1894526470514
Female,1985-10-04 00:00:00+00:00,Maine,403.6,2009.0,2636.0,28344.0,USA,9432.49929626891
Female,1993-09-18 00:00:00+00:00,Malaysia,3.2,13.0,15.0,161.0,Malaysia,55.0059022468057
Male,1991-09-26 00:00:00+00:00,"Utica, New York",48.5,96.0,175.0,2891.0,GBR,851.5813316889014
Female,1980-02-02 00:00:00+00:00,"La Puente, California",104.9,226.0,271.0,6191.0,USA,1778.0729309730202
