English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score
Honey x Honey Drops,5.9,"Drama, Romance",OVA,Soft Garage,Radix,9298.0,4122,63,13056.0,25377,47.48353441713256
The Familiar of Zero: Knight of the Twin Moons,7.41,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi",TV,"Genco, Media Factory, Shochiku, Happinet Pictures",J.C.Staff,2069.0,416,1252,302065.0,490938,78.59705621911237
CLAMP School Detectives,6.84,"Action, Comedy, Mystery",TV,Bandai Visual,Pierrot,4648.0,5270,27,4989.0,13982,39.965146425085564
Princess Nine,7.2,"Drama, Romance, Sports",TV,NHK,Phoenix Entertainment,3043.0,5596,46,3851.0,12051,38.04803483773468
Hidamari Sketch,7.45,"Comedy, Slice of Life",TV,"Aniplex, Lantis, TBS, Movic, Houbunsha",Shaft,1889.0,2286,1025,25908.0,76692,55.96598186890902
Cutey Honey F,6.67,"Action, Adventure, Comedy, Romance, Sci-Fi",TV,"Dynamic Planning, Toei Advertising",Toei Animation,5487.0,6130,27,2448.0,9671,33.15837614177114
MegaMan: Wishing upon a Star,6.43,"Action, Adventure, Sci-Fi",OVA,Capcom,Ashi Productions,6710.0,8685,14,1728.0,3955,29.603791944142472
Tokyo Majin,7.07,"Action, Drama, Fantasy, Horror, Supernatural",TV,"Trinity Sound, Imagine","AIC Spirits, BeSTACK",3646.0,2056,299,27065.0,91161,55.885974588698616
Loving Angel Angelique: Radiant Tomorrow,6.9,"Drama, Fantasy, Romance",TV,"Kids Station, Koei",Satelight,4388.0,5858,26,3278.0,10772,36.16741565989914
Mighty Space Miners,6.32,"Adventure, Sci-Fi",OVA,KSS,Triangle Staff,7295.0,10527,1,664.0,2097,20.613565783355558
Plastic Model Wrestling Sanshiro,7.36,"Action, Adventure, Sci-Fi",TV,Asatsu DK,Kaname Productions,2227.0,8798,21,1261.0,3781,27.941979053121763
Goku: Midnight Eye,6.43,"Action, Mystery, Sci-Fi",OVA,Toei Video,Madhouse,6699.0,5660,16,4555.0,11728,38.55394160843068
Sasami Magical Girls Club,6.6,Fantasy,TV,"VAP, AIC, BeSTACK",AIC Spirits,5841.0,6642,14,2582.0,7998,33.55306124621791
Sasami Magical Girls Club,6.7,Fantasy,TV,"VAP, AIC, BeSTACK",AIC Spirits,5325.0,8392,4,1554.0,4406,29.003608770126984
How to Breed Kappas,6.17,Comedy,TV,Nihon Ad Systems,Picture Magic,8032.0,10407,5,859.0,2183,22.769059456889533
Princess Beware,6.3,Comedy,TV,Bandai Visual,Nomad,7392.0,9781,3,934.0,2669,23.734433049287322
Lucky☆Star,7.74,Comedy,TV,"Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, Lucky Paradise",Kyoto Animation,1047.0,308,11821,313443.0,630282,79.34086515777409
Higurashi: When They Cry – Kai,8.18,"Mystery, Supernatural, Suspense",TV,"Geneon Universal Entertainment, Frontier Works, Sotsu, Movic",Studio Deen,373.0,445,7261,246989.0,466173,77.65110208187609
Yu-Gi-Oh!: The Movie,6.58,"Adventure, Comedy, Fantasy",Movie,"TV Tokyo, Nihon Ad Systems, Shueisha",Gallop,5937.0,2354,59,47554.0,72619,60.42748500220917
Matchless Raijin-Oh,7.03,"Adventure, Sci-Fi",TV,Toshiba EMI,Sunrise,3865.0,10572,6,637.0,2064,21.21325614949994
Cybuster,6.02,"Action, Adventure, Sci-Fi",TV,"TV Tokyo, Bandai Visual, Nihon Ad Systems","Production Reed, Ashi Productions",8752.0,9179,1,965.0,3309,23.616152425443108
They Were Eleven,7.03,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi",Movie,Kitty Films,Magic Bus,3866.0,5750,35,4693.0,11302,39.653356739882526
Young GTO,7.43,"Action, Comedy",OVA,Japan Home Video,"J.C.Staff, Life Work",1976.0,3131,159,18608.0,43638,52.884915897034084
Tales of Saiunkoku,8.02,"Adventure, Fantasy, Romance",TV,"NHK, Sogo Vision",Madhouse,559.0,3290,197,17589.0,39992,53.07047937532173
Magical Girl Lyrical Nanoha StrikerS,7.63,"Action, Comedy, Drama",TV,"Geneon Universal Entertainment, A-Line, King Records",Seven Arcs,1297.0,2848,571,25564.0,52226,56.063009681870795
Mobile Suit Gundam MS IGLOO: Apocalypse 0079,6.72,Sci-Fi,OVA,Bandai Visual,Sunrise,5228.0,5264,8,6983.0,14009,42.906671648456154
Urusei Yatsura Movie 2: Beautiful Dreamer,7.84,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,"Kitty Films, Studio Kyuuma",Pierrot,838.0,4695,245,8312.0,18853,45.93897948221799
Urusei Yatsura Movie 5: The Final Chapter,7.42,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,Kitty Films,Magic Bus,2002.0,6670,19,3069.0,7881,36.22998551108555
Urusei Yatsura Movie 6: Always My Darling,6.76,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,Kitty Films,Madhouse,5038.0,6673,2,2695.0,7870,34.16977399679836
Campus Special Investigator Hikaruon,5.49,Action,OVA,Network,AIC,10800.0,9462,6,1370.0,3023,26.00087421941231
Early Reins,5.87,"Action, Adventure",OVA,Toho,OLM,9401.0,9004,4,1561.0,3510,27.823940299573195
Yes! Precure 5,7.2,"Action, Fantasy",TV,Asahi Broadcasting,Toei Animation,3062.0,4943,100,6714.0,16560,43.18101579656708
Growlanser IV: Wayfarer of Time,5.36,Action,OVA,Atlus,"feel., Zexcs",11202.0,10919,2,682.0,1839,19.3394553048023
Megazone 23,6.79,"Action, Mystery, Romance, Sci-Fi",OVA,"Victor Entertainment, Idol, Harmony Gold, Streamline Pictures","Artland, AIC, Artmic",4867.0,4539,74,5067.0,20355,40.040651692936294
Super Atragon,6.01,"Action, Adventure, Fantasy, Sci-Fi",OVA,Kadokawa Shoten,Phoenix Entertainment,8782.0,10573,1,659.0,2065,20.079451042581216
Paprika,8.04,"Avant Garde, Award Winning, Fantasy, Horror, Mystery, Sci-Fi, Suspense",Movie,"Sony Pictures Entertainment, Cyclone Graphics",Madhouse,540.0,402,4396,255278.0,510385,77.79651144463625
Photon: The Idiot Adventures,7.03,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Ecchi",OVA,Movic,AIC,3848.0,5194,55,6338.0,14433,42.42817837813657
Tomorrow's Nadja,7.59,"Adventure, Drama, Romance",TV,Asahi Broadcasting,Toei Animation,1392.0,3732,262,11055.0,31232,48.27320829129771
Strange Steel Fairy Rouran,5.78,"Action, Fantasy",TV,Starchild Records,Zexcs,9766.0,10358,2,419.0,2211,15.538711283632916
Neo Tokyo,7.06,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,"Kadokawa Shoten, Streamline Pictures",Madhouse,3696.0,3687,117,11896.0,31918,48.281822662738435
Rayearth,6.86,"Action, Adventure, Fantasy",OVA,"Polygram Japan, Kodansha, TMS-Kyokuchi",TMS Entertainment,4594.0,5043,30,7031.0,15605,43.16033513602953
Ikkitousen: Dragon Destiny,6.75,"Action, Ecchi",TV,"Genco, Atelier Musa, Gigno Systems",Arms,5084.0,2247,130,36654.0,78746,58.25889729629371
The Daichis: Earth's Defense Family,6.85,"Action, Comedy, Drama, Sci-Fi",TV,Bandai Visual,Group TAC,4631.0,10241,10,715.0,2293,22.04026070888428
Sakura Taisen: Ecole de Paris,6.42,"Action, Adventure, Sci-Fi",OVA,"Sega, Imagine",Radix,6782.0,8667,2,1307.0,3976,27.01112941860649
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,7.08,"Award Winning, Drama, Sci-Fi",Movie,Sotsu,Sunrise,3625.0,5511,5,5992.0,12574,41.9752277455821
Mobile Suit Zeta Gundam: A New Translation II - Lovers,6.96,"Drama, Romance, Sci-Fi",Movie,Sotsu,Sunrise,4135.0,5772,1,5384.0,11184,40.82936172835406
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,7.07,"Drama, Sci-Fi",Movie,Sotsu,Sunrise,3670.0,5798,8,5201.0,11051,40.65483690136318
Glass Mask,8.05,Drama,TV,"TMS Entertainment, MediaNet",Tokyo Movie Shinsha,529.0,3377,504,12131.0,38127,49.67427225645973
Noiseman Sound Insect,6.45,"Action, Fantasy, Sci-Fi",Movie,Bandai Visual,Studio 4°C,6623.0,5980,29,4682.0,10242,38.83655877913909
Black Jack: The Two Doctors of Darkness,7.14,Drama,Movie,"SKY Perfect Well Think, Nippon Television Network",Tezuka Productions,3318.0,8089,5,1880.0,4893,31.34939310844589
Himawari Too!!,6.46,"Comedy, Romance",TV,"Starchild Records, Tohokushinsha Film Corporation",Arms,6588.0,5800,5,3605.0,11038,36.43701697440055
Hyper Speed GranDoll,5.51,"Action, Comedy",OVA,Bandai Visual,Zero-G Room,10740.0,10427,2,737.0,2164,20.310295734695067
Sakura Taisen: Sumire,6.36,"Drama, Sci-Fi",OVA,"Sega, Imagine",Radix,7107.0,9386,0,1068.0,3104,25.059796389849534
Roujin Z,7.04,"Award Winning, Comedy, Drama, Sci-Fi",Movie,"TV Asahi, Kadokawa Shoten, Movic, Sony Music Entertainment, Tokyo Theatres",APPP,3816.0,3492,69,12080.0,35887,48.39736463772513
Gurren Lagann,8.63,"Action, Adventure, Award Winning, Sci-Fi",TV,"TV Tokyo, Aniplex, Dentsu, Konami, Half H.P Studio, Bandai",Gainax,71.0,65,75870,867956.0,1547735,89.75155709695342
Heroic Age,7.52,"Action, Sci-Fi",TV,Starchild Records,Xebec,1656.0,1834,641,46286.0,109014,61.41100553265733
You're Under Arrest: No Mercy!!,6.45,"Action, Comedy",Special,"TBS, Kodansha",Studio Deen,6636.0,7950,3,1924.0,5096,30.62455674581323
You're Under Arrest Mini Specials,7.03,"Action, Comedy",TV,TBS,Studio Deen,3855.0,7097,6,2384.0,6708,33.39915400220733
You're Under Arrest The Movie,7.37,"Action, Comedy, Drama",Movie,"Bandai Visual, Victor Entertainment, TBS",Studio Deen,2174.0,6386,12,3621.0,8728,37.69486462572257
You're Under Arrest: Fast & Furious,7.38,"Action, Comedy",TV,Kodansha,Studio Deen,2168.0,5910,12,4028.0,10588,38.6910100735594
Mermaid Forest,6.72,"Drama, Fantasy, Horror, Mystery",OVA,OB Planning,Pastel,5239.0,6900,7,3023.0,7213,35.17551658453799
Darker than Black,8.06,"Action, Mystery, Sci-Fi",TV,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Myrica Music",Bones,509.0,161,16441,427551.0,917098,82.58188674444429
Hayate the Combat Butler,7.52,"Action, Comedy, Romance",TV,"TV Tokyo, Shogakukan-Shueisha Productions, Studio Tulip",SynergySP,1655.0,1015,1583,96186.0,221273,68.16553359670083
El Cazador de la Bruja,7.22,"Adventure, Drama, Mystery",TV,Victor Entertainment,Bee Train,2927.0,2822,250,17916.0,52936,52.27019343294422
Shining Tears X Wind,6.48,"Action, Adventure, Fantasy",TV,Sega,Studio Deen,6496.0,3566,65,12521.0,34210,47.96305513030989
Lovely Complex,8.03,"Comedy, Romance",TV,"TBS, TAP, Sony Music Entertainment, Shueisha, Nichion",Toei Animation,551.0,356,9791,281431.0,564783,78.6856999242341
The Five Star Stories,6.58,"Action, Drama, Fantasy, Sci-Fi",Movie,Kadokawa Shoten,Sunrise,5950.0,5451,45,5018.0,12907,39.66081293865813
Magical Angel Creamy Mami,7.32,"Comedy, Fantasy, Romance, Sci-Fi",TV,Kodansha,Pierrot,2431.0,5247,158,4000.0,14098,38.5512140082439
Blue Sonnet,6.19,"Action, Drama, Sci-Fi",OVA,"Mushi Production, Nippon Television Network",Tatsunoko Production,7948.0,9765,2,936.0,2687,23.591548522388837
Debutante Detective Corps,4.81,"Action, Comedy, Mystery",OVA,Toho Music,Daume,12186.0,9215,0,1414.0,3273,25.071832136068892
Gall Force 1: Eternal Story,6.39,"Action, Adventure, Sci-Fi",Movie,"Movic, Sony Music Entertainment","AIC, Artmic, animate Film",6917.0,7057,14,2402.0,6810,32.58720842044585
Rhea Gall Force,6.17,"Action, Sci-Fi",OVA,Movic,"AIC, Artmic, animate Film",8046.0,9506,2,1127.0,2964,25.276240259156555
Gall Force: Earth Chapter,6.13,"Action, Sci-Fi",OVA,Artmic,AIC,8235.0,9536,2,997.0,2936,24.084542827066908
The File of Young Kindaichi,7.94,Mystery,TV,"Dentsu, Yomiuri Telecasting",Toei Animation,663.0,3849,232,7331.0,29332,44.896290156958536
Landlock,5.38,"Adventure, Fantasy, Sci-Fi",OVA,"Tokyo Kids, Sega",Sanctuary,11130.0,10060,1,1027.0,2432,23.15330936077681
The Super Dimension Century Orguss,6.51,"Action, Adventure, Romance, Sci-Fi",TV,"Tokyo Movie Shinsha, Victor Entertainment, Mainichi Broadcasting System, Studio Nue, Big West, ImaginAsian Entertainment",Artland,6300.0,7353,13,1373.0,6170,27.594545903285063
Special Duty Combat Unit Shinesman,6.63,"Action, Comedy, Sci-Fi",OVA,"Aniplex, animate Film, Movic, Gakken",Production I.G,5708.0,9287,9,1417.0,3196,28.054459937266216
My Bride is a Mermaid,7.67,"Comedy, Romance",TV,"TV Tokyo, Square Enix, Sotsu","Gonzo, AIC",1220.0,688,2940,141760.0,320077,71.92954230164334
One Piece: Episode of Alabasta - The Desert Princess and the Pirates,7.32,"Action, Adventure, Fantasy",Movie,Fujipacific Music,Toei Animation,2433.0,2482,30,36720.0,66893,59.02413025824483
MegaMan NT Warrior: Axess,7.14,"Action, Adventure, Comedy, Sci-Fi",TV,"TV Tokyo, Shogakukan-Shueisha Productions",Xebec,3356.0,4896,42,8199.0,17017,44.94892388335879
True Tears,7.29,"Drama, Romance",TV,"Bandai Visual, Lantis",P.A. Works,2593.0,1059,900,99713.0,212818,68.2112412166079
Princess Resurrection,6.98,"Action, Comedy, Horror, Supernatural",TV,"Imagin, Lantis, Index, Universal Pictures Japan",Madhouse,4066.0,2263,209,28742.0,77754,56.32282572798089
Bludgeoning Angel Dokuro-chan 2,6.65,"Comedy, Ecchi",OVA,"Geneon Universal Entertainment, ASCII Media Works, Showgate",Hal Film Maker,5576.0,1869,112,64118.0,105652,63.28502149249877
Inukami! The Movie,7.02,"Comedy, Romance, Supernatural, Ecchi",Movie,ASCII Media Works,Seven Arcs,3903.0,4907,7,8340.0,16937,44.94986082500863
Oh! Edo Rocket,7.2,"Comedy, Drama, Fantasy, Sci-Fi",TV,"Sunny Side Up, Index, Universal Pictures Japan",Madhouse,3038.0,5537,34,4336.0,12386,39.14339170763119
Tekkonkinkreet,7.95,"Action, Adventure, Award Winning, Supernatural",Movie,"Aniplex, Tokyo MX, Beyond C.",Studio 4°C,651.0,1845,1418,43045.0,107653,61.25413290386313
Big Windup!,7.89,Sports,TV,"Aniplex, Mainichi Broadcasting System, TBS, Kodansha, Movic, Rakuonsha",A-1 Pictures,754.0,1962,1694,40083.0,98083,60.52581195885127
The Skull Man,6.6,"Action, Mystery",TV,"Geneon Universal Entertainment, Diomedéa",Bones,5843.0,3720,64,8543.0,31418,44.60223725637902
AIKa R-16: Virgin Mission,5.89,"Action, Comedy, Ecchi",OVA,Bandai Visual,Studio Fantasia,9332.0,4186,43,9948.0,24462,44.95725837840854
Den-noh Coil,8.04,"Adventure, Award Winning, Drama, Mystery, Sci-Fi",TV,"Bandai Visual, NHK, Tokuma Shoten",Madhouse,532.0,1481,1620,42561.0,143009,61.25366578049771
Dojin Work,6.75,"Comedy, Slice of Life",TV,"m.o.e., Media Factory, Half H.P Studio, Houbunsha, Index, Toranoana",Remic,5076.0,3949,41,13106.0,27685,48.76169283715256
Clannad,8.0,"Drama, Romance, Supernatural",TV,"Pony Canyon, TBS, Movic, Animation Do",Kyoto Animation,584.0,81,27253,736679.0,1371535,87.53719418731114
Fist of the North Star: Raoh Side Story Fierce Fighting Arc,7.56,"Action, Adventure, Romance",Movie,Toei Animation,TMS Entertainment,1502.0,6086,21,4276.0,9832,39.465259257337514
Slow Step,6.42,"Comedy, Romance, Slice of Life, Sports",OVA,Youmex,Pastel,6785.0,9231,2,940.0,3256,23.967768128126895
Ayane's High Kick,5.84,"Comedy, Sports",OVA,Nikkatsu,Rikuentai,9529.0,7662,8,2513.0,5548,32.17327121765668
Fantastic Adventure Of Yohko: Leda,6.29,"Action, Adventure, Fantasy, Sci-Fi",OVA,Toho,Kaname Productions,7447.0,7035,13,2598.0,6861,33.165871942887435
Ringing Bell,7.09,"Adventure, Drama, Fantasy",Movie,Sanrio,Sunrise,3603.0,5479,70,5712.0,12762,41.54634429500563
Invincible Superman Zanbot 3,7.16,"Action, Drama, Sci-Fi",TV,"Sotsu, Nagoya Broadcasting Network",Sunrise,3255.0,8074,18,1593.0,4918,29.84562090373925
Pokémon Ranger and the Temple of the Sea,6.78,"Action, Adventure, Drama, Fantasy",Movie,Studio Jack,OLM,4947.0,2144,45,51481.0,84868,61.436716524011864
Captain Harlock: Arcadia of my Youth - Endless Orbit SSX,7.37,"Action, Adventure, Drama, Sci-Fi",TV,TBS,Toei Animation,2177.0,7012,37,2341.0,6927,33.66721137835853
Shigurui: Death Frenzy,7.37,"Action, Drama",TV,"Geneon Universal Entertainment, WOWOW, Akita Shoten",Madhouse,2214.0,1715,883,36042.0,118882,58.91489302540664
Heidi: Girl of the Alps,7.37,Drama,TV,Fuji TV,Nippon Animation,2179.0,3502,303,18492.0,35576,52.75229481615413
A Christmas Adventure,6.12,Fantasy,TV,Fuji TV,"Nippon Animation, Shaft",8278.0,13406,1,257.0,792,11.554810269911245
Flower Angel,7.01,"Adventure, Drama",TV,"TV Asahi, Asatsu DK, Harmony Gold",Toei Animation,3941.0,7729,20,1652.0,5453,29.98593069450084
The Girl Who Leapt Through Time,8.11,"Award Winning, Drama, Romance, Sci-Fi",Movie,"Kadokawa Shoten, Bandai, Memory-Tech, Happinet Pictures",Madhouse,448.0,231,5773,442938.0,767095,82.96549384481749
Mononoke,8.43,"Fantasy, Horror, Mystery, Supernatural",TV,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment",Toei Animation,157.0,716,7775,87479.0,309241,68.34418064574047
Naruto: Hidden Leaf Village Grand Sports Festival,6.86,"Action, Comedy, Fantasy",Special,"Bandai, TV Tokyo Music",Pierrot,4592.0,2303,67,42739.0,75873,59.826491431640974
Baccano!,8.37,"Action, Comedy, Mystery, Supernatural",TV,"Aniplex, Sakura Create, Happinet Pictures",Brain's Base,191.0,178,22939,371807.0,878366,81.64034991859415
Mazinger Z,7.26,"Action, Drama, Sci-Fi",TV,Dynamic Planning,Toei Animation,2736.0,4899,129,6515.0,17013,42.979809959111414
Super Bestial Machine God Dancougar,6.69,"Action, Sci-Fi",TV,Asatsu DK,"Production Reed, Ashi Productions",5365.0,7830,12,1278.0,5303,27.1843272490098
Dancougar: Requiem for Victims,6.18,"Action, Drama",OVA,Ashi Productions,Production Reed,7970.0,11114,0,586.0,1704,19.253084763267296
Sonic the Hedgehog: The Movie,6.87,"Adventure, Comedy, Sci-Fi",OVA,Sega,Pierrot,4546.0,4714,200,12174.0,18726,48.24321703544326
Jungle Emperor Leo,7.01,"Adventure, Fantasy",Movie,Shochiku,Tezuka Productions,3947.0,8511,14,1923.0,4235,31.38854103179678
Red Garden: Dead Girls,6.32,Mystery,OVA,"GDH, Sotsu Music Publishing",Gonzo,7300.0,6627,9,3421.0,8024,35.7509316822449
Mobile Suit Gundam SEED Special Edition,7.27,"Action, Sci-Fi",Special,"Asatsu DK, Atelier Musa",Sunrise,2657.0,5929,12,4404.0,10517,39.37642889025508
Mobile Suit Gundam Wing: Endless Waltz,7.78,"Action, Drama, Sci-Fi",Movie,"Bandai Visual, Sotsu",Sunrise,953.0,2686,187,35284.0,58182,59.218553713014515
Magical Play,6.27,"Adventure, Comedy, Fantasy",ONA,"Starchild Records, Imagica, Arcturus",AIC,7548.0,8644,8,1390.0,4016,27.361331438588003
Flint the Time Detective,6.41,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi",TV,"Nihon Ad Systems, Sanrio",Group TAC,6825.0,6188,22,4779.0,9453,38.968470495451996
Transformers: Robots in Disguise,6.51,"Adventure, Comedy, Sci-Fi",TV,"TV Tokyo, Nihon Ad Systems",Gallop,6351.0,7938,18,2547.0,5114,33.30025073899644
Fighting Foodons,6.0,"Adventure, Comedy, Fantasy, Gourmet",TV,Kodansha,Group TAC,8831.0,8068,10,2072.0,4928,30.6410603846212
Cyber Team in Akihabara,6.58,"Adventure, Sci-Fi",TV,"TBS, GANSIS, Audio Tanaka, Nichion",Ashi Productions,5940.0,6805,30,2682.0,7491,33.875914827541514
Cyber Team in Akihabara: 2011 Summer Vacations,6.68,"Adventure, Comedy, Sci-Fi",Movie,"GANSIS, Audio Tanaka",Production I.G,5425.0,9953,6,977.0,2519,24.690777723926246
Fight!! Iczer-1,6.17,"Action, Sci-Fi, Ecchi",OVA,Toshiba EMI,AIC,8004.0,6369,35,3327.0,8781,35.271846124811105
Iczer Reborn,6.02,"Action, Adventure, Sci-Fi",OVA,Artmic,"AIC, Darts",8731.0,9339,6,1305.0,3149,26.40299759576487
Guyver: Out of Control,6.19,"Action, Horror, Sci-Fi",Movie,"Movic, Network","animate Film, Studio Live",7912.0,7173,20,2853.0,6537,33.88245830793943
Mobile Suit Gundam SEED Destiny Special Edition,7.23,"Action, Drama, Romance, Sci-Fi",Special,Mainichi Broadcasting System,Sunrise,2887.0,5728,22,4766.0,11376,40.05493290597508
Azusa Will Help!,6.14,"Comedy, Sci-Fi, Sports",Special,Animax,TMS Entertainment,8151.0,9034,1,1562.0,3479,28.24508692622785
Fly! Peek the Whale,6.04,"Adventure, Drama",Movie,TOHO animation,Urban Product,8656.0,11909,2,318.0,1268,13.39896491108288
Giant Robo the Animation: The Day the Earth Stood Still,7.78,"Action, Drama, Sci-Fi",OVA,Bandai Visual,Phoenix Entertainment,963.0,4095,428,7315.0,25711,44.6881305943556
Giant Robo: Ginrei Special,5.95,"Comedy, Sci-Fi, Ecchi",OVA,Bandai Visual,Phoenix Entertainment,9086.0,8181,1,1565.0,4755,27.972561013470017
Ulysses 31,7.07,"Action, Adventure, Sci-Fi",TV,"Tokyo Movie Shinsha, DiC Entertainment",TMS Entertainment,3648.0,7589,30,2308.0,5672,33.152379644118
The Three Musketeers,7.09,"Adventure, Drama, Romance",TV,"NHK, Gakken",Gallop,3596.0,8029,26,1618.0,4981,29.898688450372873
The Three Musketeers: Aramis the Adventure,6.45,"Adventure, Romance",Movie,"NHK, Gakken",Gallop,6596.0,11455,2,556.0,1495,19.16270718529389
Legendary Brave Swordsman Yaiba,7.14,"Action, Comedy, Fantasy",TV,"TV Tokyo, Shogakukan-Shueisha Productions",Pastel,3339.0,6355,41,4066.0,8871,38.472425903270825
Tetsujin 28,7.31,"Adventure, Drama, Sci-Fi",TV,Genco,Palm Studio,2453.0,7877,39,1176.0,5228,27.23466703088902
Ichi The Killer: Episode 0,5.6,"Action, Avant Garde, Drama, Horror",OVA,"Shogakukan-Shueisha Productions, Amuse",AIC,10456.0,5935,28,4838.0,10473,37.83430146925663
Devilman: The Birth,7.16,"Horror, Sci-Fi, Supernatural",OVA,"Kodansha, Dynamic Planning",Oh! Production,3229.0,3853,301,15467.0,29291,50.83580250986774
Devilman: The Demon Bird,7.03,"Horror, Sci-Fi, Supernatural",OVA,"Kodansha, Dynamic Planning",Oh! Production,3878.0,4397,114,12093.0,21845,48.394170599730096
Amon: Apocalypse of Devilman,6.48,"Horror, Supernatural",OVA,"Aniplex, Dynamic Planning",Studio Live,6459.0,4388,119,10920.0,21925,46.699684520853005
Saber Rider and the Star Sheriffs,7.24,"Action, Adventure, Sci-Fi",TV,Nippon Television Network,Pierrot,2821.0,7704,36,2387.0,5483,33.68256435884101
Rental Magica,7.01,"Fantasy, Mystery, Supernatural",TV,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",Zexcs,3959.0,2625,108,21187.0,60788,53.546177581876506
Cybersix,7.2,"Action, Adventure, Romance, Sci-Fi",TV,Tokyo Movie Shinsha,Telecom Animation Film,3012.0,6024,67,3323.0,10098,36.68631949340514
Kirby: Right Back at Ya!,6.89,"Action, Adventure, Comedy, Fantasy",TV,"CBC Television, Nintendo",Studio Sign,4430.0,3699,312,16059.0,31734,50.827693025501695
Digimon Adventure 02: Revenge of Diaboromon,7.26,"Adventure, Comedy, Drama, Sci-Fi",Movie,Bandai,Toei Animation,2714.0,2865,31,29495.0,51579,56.92484196225182
Hamtaro: Hamtaro's Birthday! - 3000 Hammy Steps in Search of Mommy,6.55,"Adventure, Comedy",OVA,Shogakukan-Shueisha Productions,TMS Entertainment,6082.0,10474,2,790.0,2135,22.547752280317834
Tomorrow's Joe,8.29,"Drama, Sports",TV,Fuji TV,Mushi Production,251.0,2138,1845,22016.0,85623,55.44934606223124
Zombie-Loan,6.83,"Action, Horror, Supernatural",TV,"Xebec, Nihon Ad Systems",XEBEC M2,4695.0,1534,319,63746.0,136569,63.47792218591715
Mrs. Sazae,6.11,"Comedy, Slice of Life",TV,Fuji TV,Eiken,8332.0,6670,31,1792.0,7889,29.4682402631101
Sergeant Frog Movie 2,7.24,"Action, Adventure, Comedy, Drama, Sci-Fi",Movie,"Kadokawa Shoten, Nihon Ad Systems",Sunrise,2802.0,7641,13,2631.0,5577,34.5812804132463
Gokudo,7.43,"Adventure, Comedy, Fantasy",TV,SoftX,Trans Arts,1958.0,5099,134,5815.0,15131,42.14391543970043
Assemble Insert,6.13,"Comedy, Sci-Fi",OVA,Tohokushinsha Film Corporation,Studio Core,8225.0,8472,7,1789.0,4289,29.482944598082923
Sword of the Stranger,8.26,"Action, Adventure",Movie,"Bandai Visual, Shochiku, Sony Music Entertainment, Hakuhodo DY Media Partners",Bones,281.0,679,2929,159827.0,322226,73.7216343237236
Prefectural Earth Defense Force,6.09,"Action, Adventure, Comedy, Sci-Fi",OVA,OB Planning,Gallop,8411.0,9286,0,1179.0,3202,25.572226181909507
The Fantastic Adventures Of Unico,7.14,"Adventure, Fantasy",Movie,"Sanrio, Tezuka Productions",Madhouse,3365.0,7595,37,2340.0,5659,33.370503292580565
Unico: Black Cloud White Feather,6.19,"Adventure, Fantasy",OVA,Sanrio,Tezuka Productions,7931.0,11265,2,703.0,1609,20.948614087690427
Unico in the Island of Magic,7.05,"Adventure, Fantasy",Movie,"Sanrio, Tezuka Productions",Madhouse,3785.0,9358,15,1396.0,3125,28.48374558429669
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,7.99,"Action, Sci-Fi",Special,"Bandai Visual, Tokuma Shoten",Production I.G,598.0,3874,45,10864.0,28853,48.58654065692427
Ghost in the Shell: Stand Alone Complex - The Laughing Man,8.07,"Action, Mystery, Sci-Fi",Special,"Bandai Visual, Animax, Kodansha",Production I.G,499.0,3314,56,15518.0,39502,51.97104329964923
Space Adventure Cobra,7.66,"Action, Adventure, Sci-Fi",TV,Fuji TV,Tokyo Movie Shinsha,1234.0,4406,264,6861.0,21749,43.95290777148655
Space Adventure Cobra: The Movie,7.08,"Action, Adventure, Sci-Fi",Movie,Streamline Pictures,TMS Entertainment,3639.0,5947,42,4211.0,10416,38.718070423035755
Voogie's Angel,5.55,"Action, Drama, Sci-Fi",OVA,KSS,"J.C.Staff, Front Line",10601.0,9541,3,970.0,2933,22.913333374203464
Hummingbirds,5.83,Comedy,OVA,"Youmex, Toho",Ashi Productions,9592.0,9762,3,623.0,2688,19.280092537941925
Tama of Third Street: Have You Seen My Tama?,6.58,Adventure,TV,"Sony Music Entertainment, Sony Creative Products",Group TAC,5939.0,9816,4,1070.0,2636,25.391058153669942
Doraemon,7.8,"Adventure, Comedy, Fantasy, Sci-Fi",TV,"TV Asahi, Asatsu DK",Shin-Ei Animation,912.0,2650,566,35944.0,59593,59.413401193860444
